liveId,liveName,itemId,itemName,thumbnailUrl,category,type,brand,rarity,nice,color
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-053,プニコンラブリーヘアアクセ,http://pripara.jp/item/image/53549.jpg,ヘアアクセ,ラブリー,FantasyTime,R,400,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-054,チュッペポップトップス,http://pripara.jp/item/image/53550.jpg,トップス,ポップ,NeonDrop,R,730,水色
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-055,チュッペポップスカート,http://pripara.jp/item/image/53551.jpg,ボトムス,ポップ,NeonDrop,R,680,黄
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-056,チュッペポップシューズ,http://pripara.jp/item/image/53552.jpg,シューズ,ポップ,NeonDrop,R,730,水色
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-057,チュッペポップヘアアクセ,http://pripara.jp/item/image/53553.jpg,ヘアアクセ,ポップ,NeonDrop,R,400,水色
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-058,トランプモノトーンワンピ,http://pripara.jp/item/image/53554.jpg,ワンピース,クール,HolicTrick,R,1110,黒
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-059,トランプモノトーンシューズ,http://pripara.jp/item/image/53555.jpg,シューズ,クール,HolicTrick,R,730,黒
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-060,トランプモノトーンヘアアクセ,http://pripara.jp/item/image/53556.jpg,ヘアアクセ,クール,HolicTrick,R,400,ゴールド
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-061,トランプカフェワンピ,http://pripara.jp/item/image/53557.jpg,ワンピース,クール,HolicTrick,R,1110,茶
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-062,トランプカフェシューズ,http://pripara.jp/item/image/53558.jpg,シューズ,クール,HolicTrick,R,730,茶
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-063,トランプカフェヘアアクセ,http://pripara.jp/item/image/53559.jpg,ヘアアクセ,クール,HolicTrick,R,400,ゴールド
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-064,カメリアグリーンワンピ,http://pripara.jp/item/image/53560.jpg,ワンピース,ラブリー,MarionetteMu,R,1110,緑
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-065,カメリアグリーンシューズ,http://pripara.jp/item/image/53561.jpg,シューズ,ラブリー,MarionetteMu,R,730,緑
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-066,カメリアグリーンヘアアクセ,http://pripara.jp/item/image/53562.jpg,ヘアアクセ,ラブリー,MarionetteMu,R,400,緑
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-067,ヴィンテージショコラワンピ,http://pripara.jp/item/image/53563.jpg,ワンピース,クール,HolicTrick classic,R,1110,茶
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-068,ヴィンテージショコラシューズ,http://pripara.jp/item/image/53564.jpg,シューズ,クール,HolicTrick classic,R,730,茶
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-069,ヴィンテージショコラヘアアクセ,http://pripara.jp/item/image/53565.jpg,ヘアアクセ,クール,HolicTrick classic,R,400,茶
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-070,おとめのレーストップス,http://pripara.jp/item/image/53566.jpg,トップス,ラブリー,TwinkleRibbon Sweet,R,730,白
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-071,おとめのレーススカート,http://pripara.jp/item/image/53567.jpg,ボトムス,ラブリー,TwinkleRibbon Sweet,R,680,白
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-072,おとめのレースシューズ,http://pripara.jp/item/image/53568.jpg,シューズ,ラブリー,TwinkleRibbon Sweet,R,730,白
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-073,おとめのレースヘアアクセ,http://pripara.jp/item/image/53569.jpg,ヘアアクセ,ラブリー,TwinkleRibbon Sweet,R,400,青
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-074,スケーターパステルドロシートップス,http://pripara.jp/item/image/53570.jpg,トップス,ポップ,FortuneParty,R,730,水色
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-075,スケーターパステルドロシーパンツ,http://pripara.jp/item/image/53571.jpg,ボトムス,ポップ,FortuneParty,R,680,水色
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-076,スケーターパステルドロシーシューズ,http://pripara.jp/item/image/53572.jpg,シューズ,ポップ,FortuneParty,R,730,水色
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-077,スケーターパステルドロシーヘアアクセ,http://pripara.jp/item/image/53573.jpg,ヘアアクセ,ポップ,FortuneParty,R,400,水色
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-078,スケーターパステルレオナトップス,http://pripara.jp/item/image/53574.jpg,トップス,ポップ,FortuneParty,R,730,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-079,スケーターパステルレオナスカート,http://pripara.jp/item/image/53575.jpg,ボトムス,ポップ,FortuneParty,R,680,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-080,スケーターパステルレオナシューズ,http://pripara.jp/item/image/53576.jpg,シューズ,ポップ,FortuneParty,R,730,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-081,スケーターパステルレオナヘアアクセ,http://pripara.jp/item/image/53577.jpg,ヘアアクセ,ポップ,FortuneParty,R,400,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-082,チェックコートワンピ,http://pripara.jp/item/image/53578.jpg,ワンピース,プレミアム,PrismStone,N,710,黄
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-083,ムートンショートブーツ,http://pripara.jp/item/image/53579.jpg,シューズ,プレミアム,PrismStone,N,530,茶
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-084,カラフルジュエリーワンピ,http://pripara.jp/item/image/53580.jpg,ワンピース,プレミアム,なし,N,710,青
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-085,カラフルジュエリーシューズ,http://pripara.jp/item/image/53581.jpg,シューズ,プレミアム,なし,N,530,青
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-086,カラフルジュエリーヘアアクセ,http://pripara.jp/item/image/53582.jpg,ヘアアクセ,プレミアム,なし,N,300,赤
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-087,プリパラナースいたずらトップス,http://pripara.jp/item/image/53583.jpg,トップス,ラブリー,SilkyHeart,N,530,黒
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-088,プリパラナースいたずらスカート,http://pripara.jp/item/image/53584.jpg,ボトムス,ラブリー,SilkyHeart,N,480,黒
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-089,プリパラナースいたずらシューズ,http://pripara.jp/item/image/53585.jpg,シューズ,ラブリー,SilkyHeart,N,530,黒
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-090,プリパラナースいたずらヘアアクセ,http://pripara.jp/item/image/53586.jpg,ヘアアクセ,ラブリー,SilkyHeart,N,300,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-091,スイートフラワーワンピ,http://pripara.jp/item/image/53587.jpg,ワンピース,ラブリー,MarionetteMu,N,710,青
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-092,スイートフラワーシューズ,http://pripara.jp/item/image/53588.jpg,シューズ,ラブリー,MarionetteMu,N,530,青
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,T6-093,スイートフラワーヘアアクセ,http://pripara.jp/item/image/53589.jpg,ヘアアクセ,ラブリー,MarionetteMu,N,300,青
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,TP6-001,レインボーグリーンパフェトップス,http://pripara.jp/item/image/53644.jpg,トップス,ポップ,FortuneParty,PR,1130,緑
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,TP6-002,レインボーグリーンパフェスカート,http://pripara.jp/item/image/53645.jpg,ボトムス,ポップ,FortuneParty,PR,1080,緑
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,TP6-003,レインボーグリーンパフェシューズ,http://pripara.jp/item/image/53646.jpg,シューズ,ポップ,FortuneParty,PR,1130,緑
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,TP6-004,レインボーグリーンパフェヘアアクセ,http://pripara.jp/item/image/53647.jpg,ヘアアクセ,ポップ,FortuneParty,PR,800,緑
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,TP6-005,レインボーピンクスマイルトップス,http://pripara.jp/item/image/53648.jpg,トップス,クール,HolicTrick,PR,1130,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,TP6-006,レインボーピンクスマイルスカート,http://pripara.jp/item/image/53649.jpg,ボトムス,クール,HolicTrick,PR,1080,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,TP6-007,レインボーピンクスマイルシューズ,http://pripara.jp/item/image/53650.jpg,シューズ,クール,HolicTrick,PR,1130,ピンク
time6dan,プリパラTV トモチケランウェイ ずっトモ！アイドルペアライブ タイム6弾,TP6-008,レインボーピンクスマイルヘアアクセ,http://pripara.jp/item/image/53651.jpg,ヘアアクセ,クール,HolicTrick,PR,800,ピンク
atari,おおあたりシステム,TW6-001,ファンタジータイムドリームゴールドワンピ,http://pripara.jp/item/image/27962.jpg,ワンピース,ラブリー,FantasyTime Dream,夢レア,2550,ゴールド
atari,おおあたりシステム,TW6-002,ファンタジータイムドリームゴールドシューズ,http://pripara.jp/item/image/27963.jpg,シューズ,ラブリー,FantasyTime Dream,夢レア,1400,ゴールド
atari,おおあたりシステム,TW6-003,ファンタジータイムドリームゴールドヘアアクセ,http://pripara.jp/item/image/27964.jpg,ヘアアクセ,ラブリー,FantasyTime Dream,夢レア,1000,ゴールド
atari,おおあたりシステム,,ゆいのトモチケ（ファンタジータイムドリームゴールドコーデ）,http://pripara.jp/item/image/OT10.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,,にののトモチケ（ファンタジータイムドリームゴールドコーデ）,http://pripara.jp/item/image/OT11.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,,みちるのトモチケ（ファンタジータイムドリームゴールドコーデ）,http://pripara.jp/item/image/OT12.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,TW5-001,ゆいチームサイリウムゴールドワンピ,http://pripara.jp/item/image/27819.jpg,ワンピース,ラブリー,FantasyTime,夢,2550,ゴールド
atari,おおあたりシステム,TW5-002,ゆいチームサイリウムゴールドシューズ,http://pripara.jp/item/image/27820.jpg,シューズ,ラブリー,FantasyTime,夢,1400,ゴールド
atari,おおあたりシステム,TW5-003,ゆいチームサイリウムゴールドヘアアクセ,http://pripara.jp/item/image/27821.jpg,ヘアアクセ,ラブリー,FantasyTime,夢,1000,ゴールド
atari,おおあたりシステム,,あろまのトモチケ(ゆいチームサイリウムゴールドコーデ),http://pripara.jp/item/image/OT07.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,,みかんのトモチケ(ゆいチームサイリウムゴールドコーデ),http://pripara.jp/item/image/OT08.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,,ガァルルのトモチケ(ゆいチームサイリウムゴールドコーデ),http://pripara.jp/item/image/OT09.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,TW4-001,ゆめサイリウムゆいゴールドワンピ,http://pripara.jp/item/image/27736.jpg,ワンピース,ラブリー,FantasyTime,夢レア,2550,ゴールド
atari,おおあたりシステム,TW4-002,ゆめサイリウムゆいゴールドシューズ,http://pripara.jp/item/image/27737.jpg,シューズ,ラブリー,FantasyTime,夢レア,1400,ゴールド
atari,おおあたりシステム,TW4-003,ゆめサイリウムゆいゴールドヘアアクセ,http://pripara.jp/item/image/27738.jpg,ヘアアクセ,ラブリー,FantasyTime,夢レア,1000,ゴールド
atari,おおあたりシステム,,シオンのトモチケ(ゆめサイリウムゆいゴールドコーデ),http://pripara.jp/item/image/OT04.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,,ドロシーのトモチケ(ゆめサイリウムゆいゴールドコーデ),http://pripara.jp/item/image/OT05.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,,レオナのトモチケ(ゆめサイリウムゆいゴールドコーデ),http://pripara.jp/item/image/OT06.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,TW3-001,3しゅうねんアニバーサリーワンピ,http://pripara.jp/item/image/27685.jpg,ワンピース,ラブリー,FantasyTime,夢,2550,青
atari,おおあたりシステム,TW3-002,3しゅうねんアニバーサリーシューズ,http://pripara.jp/item/image/27686.jpg,シューズ,ラブリー,FantasyTime,夢,1400,ゴールド
atari,おおあたりシステム,TW3-003,3しゅうねんアニバーサリーヘアアクセ,http://pripara.jp/item/image/27687.jpg,ヘアアクセ,ラブリー,FantasyTime,夢,1000,ゴールド
atari,おおあたりシステム,,らぁらのトモチケ(3しゅうねんアニバーサリーコーデ),http://pripara.jp/item/image/OT01.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,,みれぃのトモチケ(3しゅうねんアニバーサリーコーデ),http://pripara.jp/item/image/OT02.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
atari,おおあたりシステム,,そふぃのトモチケ(3しゅうねんアニバーサリーコーデ),http://pripara.jp/item/image/OT03.jpg,トモチケ,,なし,うれっこアイドル,メジャー,
scene_ageage,名場面アゲアゲアイテム,IAG-040,ファンタジータイムドリーム,http://pripara.jp/item/image/30192.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-041,パラじゅくアイドル！,http://pripara.jp/item/image/30193.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-042,ＷＩＴＨのマジやべーライブ,http://pripara.jp/item/image/30194.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-043,あさも！,http://pripara.jp/item/image/30195.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-044,よるも！,http://pripara.jp/item/image/30196.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-045,いつでも！,http://pripara.jp/item/image/30197.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-046,プリ×プリメイド＆しつじ,http://pripara.jp/item/image/30198.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-047,おさなきひのにの,http://pripara.jp/item/image/30199.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-048,おさなきひのみちる,http://pripara.jp/item/image/30200.jpg,アゲアゲアイテム,,なし,,,
scene_ageage,名場面アゲアゲアイテム,IAG-049,ミーチルとみちる,http://pripara.jp/item/image/30201.jpg,アゲアゲアイテム,,なし,,,
